# Availability - Yesterday

Date,"Node ID",Column1,Node,"IP Address","Average Availability"
8/15/2016,5060,unknown.gif,"352218 Purwosari",10.35.205.17,"0.00 %"
8/15/2016,4805,unknown.gif,"352219 Padangan",10.35.205.33,"100.00 %"
8/15/2016,4806,unknown.gif,"352220 Kasiman",10.35.205.49,"27.93 %"
8/15/2016,5012,unknown.gif,"352221 Temayang",10.35.205.65,"100.00 %"
8/15/2016,4768,unknown.gif,"352222 Margomulyo",10.35.205.81,"100.00 %"
8/15/2016,6112,unknown.gif,"352223 Trucuk",10.35.205.97,"100.00 %"
8/15/2016,5042,unknown.gif,"352224 Sukosewu",10.35.205.113,"100.00 %"
8/15/2016,4635,unknown.gif,"352225 Kedewan",10.35.205.129,"100.00 %"
8/15/2016,3407,unknown.gif,"352226 Gondang",10.35.205.145,"100.00 %"
8/15/2016,5172,unknown.gif,"352227 Sekar",10.35.205.161,"100.00 %"
8/15/2016,3243,unknown.gif,"3523 Tuban",10.35.23.1,"100.00 %"
8/15/2016,5013,unknown.gif,"352301 Kenduruan",10.35.207.1,"100.00 %"
8/15/2016,4150,unknown.gif,"352302 Jatirogo",10.35.207.17,"70.62 %"
8/15/2016,3877,unknown.gif,"352303 Bangilan",10.35.207.33,"35.39 %"
8/15/2016,4999,unknown.gif,"352304 Bancar",10.35.207.49,"100.00 %"
8/15/2016,3771,unknown.gif,"352305 Senori",10.35.207.65,"96.63 %"
8/15/2016,5177,unknown.gif,"352306 Tambakboyo",10.35.207.81,"100.00 %"
8/15/2016,5032,unknown.gif,"352307 Singgahan",10.35.207.97,"100.00 %"
8/15/2016,4264,unknown.gif,"352308 Kerek",10.35.207.113,"33.15 %"
8/15/2016,3775,unknown.gif,"352309 Parengan",10.35.207.129,"100.00 %"
8/15/2016,4090,unknown.gif,"352310 Montong",10.35.207.145,"100.00 %"
8/15/2016,3878,unknown.gif,"352311 Soko",10.35.207.161,"100.00 %"
8/15/2016,3408,unknown.gif,"352312 Jenu",10.35.207.177,"100.00 %"
8/15/2016,3776,unknown.gif,"352313 Merakurak",10.35.207.193,"100.00 %"
8/15/2016,4266,unknown.gif,"352314 Rengel",10.35.207.209,"100.00 %"
8/15/2016,3756,unknown.gif,"352315 Semanding",10.35.207.225,"100.00 %"
8/15/2016,4996,unknown.gif,"352316 Tuban",10.35.207.241,"100.00 %"
8/15/2016,5014,unknown.gif,"352317 Plumpang",10.35.208.1,"58.76 %"
8/15/2016,4997,unknown.gif,"352318 Palang",10.35.208.17,"56.18 %"
8/15/2016,5000,unknown.gif,"352319 Widang",10.35.208.33,"100.00 %"
8/15/2016,3589,unknown.gif,"352320 Grabagan",10.35.208.49,"100.00 %"
8/15/2016,2959,unknown.gif,"3524 Lamongan",10.35.24.1,"100.00 %"
8/15/2016,4958,unknown.gif,"352401 Sukorame",10.35.210.1,"0.00 %"
8/15/2016,4705,unknown.gif,"352402 Bluluk",10.35.210.17,"100.00 %"
8/15/2016,3927,unknown.gif,"352403 Modo",10.35.210.33,"0.00 %"
8/15/2016,4884,unknown.gif,"352404 Ngimbang",10.35.210.49,"100.00 %"
8/15/2016,4698,unknown.gif,"352405 Babat",10.35.210.65,"100.00 %"
8/15/2016,4885,unknown.gif,"352406 Kedungpring",10.35.210.81,"100.00 %"
8/15/2016,5556,unknown.gif,"352407 Brondong",10.35.210.97,"100.00 %"
8/15/2016,4742,unknown.gif,"352408 Laren",10.35.210.113,"100.00 %"
8/15/2016,4743,unknown.gif,"352409 Sekaran",10.35.210.129,"100.00 %"
8/15/2016,4462,unknown.gif,"352410 Maduran",10.35.210.145,"0.00 %"
8/15/2016,4744,unknown.gif,"352411 Sambeng",10.35.210.161,"0.00 %"
8/15/2016,4875,unknown.gif,"352412 Sugio",10.35.210.177,"0.00 %"
8/15/2016,4746,unknown.gif,"352413 Pucuk",10.35.210.193,"0.00 %"
8/15/2016,4695,unknown.gif,"352414 Paciran",10.35.210.209,"0.00 %"
8/15/2016,4696,unknown.gif,"352415 Solokuro",10.35.210.225,"0.00 %"
8/15/2016,4745,unknown.gif,"352416 Mantup",10.35.210.241,"100.00 %"
8/15/2016,4699,unknown.gif,"352417 Sukodadi",10.35.211.1,"0.00 %"
8/15/2016,4151,unknown.gif,"352418 Karanggeneng",10.35.211.17,"0.00 %"
8/15/2016,4697,unknown.gif,"352419 Kembangbahu",10.35.211.33,"0.00 %"
8/15/2016,4651,unknown.gif,"352420 Kalitengah",10.35.211.49,"100.00 %"
8/15/2016,3928,unknown.gif,"352421 Turi",10.35.211.65,"0.00 %"
8/15/2016,3936,unknown.gif,"352422 Lamongan",10.35.211.81,"0.00 %"
8/15/2016,3987,unknown.gif,"352423 Tikung",10.35.211.97,"0.00 %"
8/15/2016,4591,unknown.gif,"352424 Karangbinangun",10.35.211.113,"100.00 %"
8/15/2016,4385,unknown.gif,"352425 Deket",10.35.211.129,"100.00 %"
8/15/2016,3970,unknown.gif,"352426 Glagah",10.35.211.145,"0.00 %"
8/15/2016,4784,unknown.gif,"352427 Sarirejo",10.35.211.161,"0.00 %"
8/15/2016,2960,unknown.gif,"3525 Gresik",10.35.25.1,"100.00 %"
8/15/2016,4464,unknown.gif,"352501 Dukun",10.35.213.1,"100.00 %"
8/15/2016,4905,unknown.gif,"352502 Balongpanggang",10.35.213.17,"0.00 %"
8/15/2016,4564,unknown.gif,"352503 Panceng",10.35.213.33,"0.00 %"
8/15/2016,4866,unknown.gif,"352504 Benjeng",10.35.213.49,"35.96 %"
8/15/2016,5399,unknown.gif,"352505 Duduksampeyan",10.35.213.65,"0.00 %"
8/15/2016,3608,unknown.gif,"352506 Wringinanom",10.35.213.81,"0.00 %"
8/15/2016,4386,unknown.gif,"352507 Ujungpangkah",10.35.213.97,"0.00 %"
8/15/2016,3680,unknown.gif,"352508 Kedamean",10.35.213.113,"0.00 %"
8/15/2016,4387,unknown.gif,"352509 Sidayu",10.35.213.129,"11.80 %"
8/15/2016,5456,unknown.gif,"352510 Manyar",10.35.213.145,"100.00 %"
8/15/2016,4845,unknown.gif,"352511 Cerme",10.35.213.161,"100.00 %"
8/15/2016,4388,unknown.gif,"352512 Bungah",10.35.213.177,"100.00 %"
8/15/2016,4766,unknown.gif,"352513 Menganti",10.35.213.193,"100.00 %"
8/15/2016,3650,unknown.gif,"352514 Kebomas",10.35.213.209,"100.00 %"
8/15/2016,4767,unknown.gif,"352515 Driyorejo",10.35.213.225,"0.00 %"
8/15/2016,4844,unknown.gif,"352516 Gresik",10.35.213.241,"100.00 %"
8/15/2016,4904,unknown.gif,"352517 Sangkapura",10.35.214.1,"77.39 %"
8/15/2016,4998,unknown.gif,"352518 Tambak",10.35.214.17,"0.00 %"
8/15/2016,5863,unknown.gif,"3526 Bangkalan",10.35.26.1,"100.00 %"
8/15/2016,5237,unknown.gif,"352601 Bangkalan",10.35.216.1,"0.00 %"
8/15/2016,5444,unknown.gif,"352602 Socah",10.35.216.17,"100.00 %"
8/15/2016,5238,unknown.gif,"352603 Burneh",10.35.216.33,"0.00 %"
8/15/2016,5492,unknown.gif,"352604 Kamal",10.35.216.49,"100.00 %"
8/15/2016,4547,unknown.gif,"352605 Arosbaya",10.35.216.65,"0.00 %"
8/15/2016,4265,unknown.gif,"352606 Geger",10.35.216.81,"100.00 %"
8/15/2016,4747,unknown.gif,"352607 Klampis",10.35.216.97,"98.32 %"
8/15/2016,3879,unknown.gif,"352608 Sepulu",10.35.216.113,"0.00 %"
8/15/2016,5470,unknown.gif,"352609 Tanjung Bumi",10.35.216.129,"0.00 %"
8/15/2016,5482,unknown.gif,"352610 Kokop",10.35.216.145,"70.39 %"
8/15/2016,4272,unknown.gif,"352611 Kwanyar",10.35.216.161,"97.75 %"
8/15/2016,5622,unknown.gif,"352612 Labang",10.35.216.177,"0.00 %"
8/15/2016,5941,unknown.gif,"352613 Tanah Merah",10.35.216.193,"46.37 %"
8/15/2016,5872,unknown.gif,"352614 Tragah",10.35.216.209,"100.00 %"
8/15/2016,5519,unknown.gif,"352615 Blega",10.35.216.225,"22.47 %"
8/15/2016,4273,unknown.gif,"352616 Modung",10.35.216.241,"100.00 %"
8/15/2016,5517,unknown.gif,"352617 Konang",10.35.217.1,"16.85 %"
8/15/2016,5873,unknown.gif,"352618 Galis",10.35.217.17,"100.00 %"
8/15/2016,2961,unknown.gif,"3527 Sampang",10.35.27.1,"70.29 %"
8/15/2016,1190,unknown.gif,"352701 Sreseh",10.35.219.1,"100.00 %"
8/15/2016,1489,unknown.gif,"352702 Torjun",10.35.219.17,"62.36 %"
8/15/2016,1492,unknown.gif,"352703 Sampang",10.35.219.33,"99.44 %"
8/15/2016,1493,unknown.gif,"352704 Camplong",10.35.219.49,"99.44 %"
8/15/2016,884,unknown.gif,"352705 Omben",10.35.219.65,"67.60 %"
8/15/2016,1494,unknown.gif,"352706 Kedungdung",10.35.219.81,"100.00 %"
8/15/2016,885,unknown.gif,"352707 Jrengik",10.35.219.97,"89.23 %"
8/15/2016,886,unknown.gif,"352708 Tambelangan",10.35.219.113,"100.00 %"
8/15/2016,887,unknown.gif,"352709 Banyuates",10.35.219.129,"100.00 %"
8/15/2016,1971,unknown.gif,"352710 Robatal",10.35.219.145,"100.00 %"
8/15/2016,1488,unknown.gif,"352711 Sokobanah",10.35.219.161,"97.75 %"
8/15/2016,1754,unknown.gif,"352712 Ketapang",10.35.219.178,"100.00 %"
8/15/2016,1490,unknown.gif,"352713 Pangarengan",10.35.219.193,"100.00 %"
8/15/2016,1491,unknown.gif,"352714 Karangpenang",10.35.219.209,"100.00 %"
8/15/2016,5897,unknown.gif,"3528 Pamekasan",10.35.28.1,"100.00 %"
8/15/2016,1972,unknown.gif,"352801 Tlanakan",10.35.222.1,"35.20 %"
8/15/2016,1973,unknown.gif,"352802 Pademawu",10.35.222.17,"0.00 %"
8/15/2016,1191,unknown.gif,"352803 Galis",10.35.222.33,"100.00 %"
8/15/2016,1755,unknown.gif,"352804 Pamekasan",10.35.222.49,"0.00 %"
8/15/2016,888,unknown.gif,"352805 Proppo",10.35.222.65,"0.00 %"
8/15/2016,1192,unknown.gif,"352806 Palenggaan",10.35.222.81,"100.00 %"
8/15/2016,889,unknown.gif,"352807 Pegantenan",10.35.222.97,"100.00 %"
8/15/2016,1974,unknown.gif,"352808 Larangan",10.35.222.113,"28.65 %"
8/15/2016,1193,unknown.gif,"352809 Pakong",10.35.222.129,"5.06 %"
8/15/2016,5624,unknown.gif,"352810 Waru",10.35.222.145,"100.00 %"
8/15/2016,821,unknown.gif,"352811 Batumarmar",10.35.222.161,"97.21 %"
8/15/2016,1719,unknown.gif,"352812 Kadur",10.35.222.177,"100.00 %"
8/15/2016,1976,unknown.gif,"352813 Pasean",10.35.222.193,"29.05 %"
8/15/2016,3428,unknown.gif,"3529 Sumenep",10.35.29.1,"100.00 %"
8/15/2016,4640,unknown.gif,"352901 Kota Sumenep",10.35.225.1,"100.00 %"
8/15/2016,5463,unknown.gif,"352902 Kalianget",10.35.225.17,"100.00 %"
8/15/2016,5283,unknown.gif,"352903 Manding",10.35.225.33,"0.00 %"
8/15/2016,5877,unknown.gif,"352904 Talango",10.35.225.49,"28.65 %"
8/15/2016,5307,unknown.gif,"352905 Bluto",10.35.225.65,"0.00 %"
8/15/2016,5431,unknown.gif,"352906 Saronggi",10.35.225.81,"65.17 %"
8/15/2016,5290,unknown.gif,"352907 Lenteng",10.35.225.97,"0.00 %"
8/15/2016,5733,unknown.gif,"352908 Gili Ginting",10.35.225.113,"50.56 %"
8/15/2016,5878,unknown.gif,"352909 Guluk-Guluk",10.35.225.129,"100.00 %"
8/15/2016,5451,unknown.gif,"352910 Ganding",10.35.225.145,"100.00 %"
8/15/2016,5471,unknown.gif,"352911 Pragaan",10.35.225.161,"100.00 %"
8/15/2016,5562,unknown.gif,"352912 Ambunten",10.35.225.177,"100.00 %"
8/15/2016,5879,unknown.gif,"352913 Pasongsongan",10.35.225.193,"32.02 %"
8/15/2016,5462,unknown.gif,"352914 Dasuk",10.35.225.209,"100.00 %"
8/15/2016,4654,unknown.gif,"352915 Rubaru",10.35.225.225,"0.00 %"
8/15/2016,5880,unknown.gif,"352916 Batang Batang",10.35.225.241,"100.00 %"
8/15/2016,5308,unknown.gif,"352917 Batu Putih",10.35.226.1,"100.00 %"
8/15/2016,5505,unknown.gif,"352918 Dungkek",10.35.226.17,"50.56 %"
8/15/2016,5483,unknown.gif,"352919 Gapura",10.35.226.33,"100.00 %"
8/15/2016,5881,unknown.gif,"352920 Gayam",10.35.226.49,"0.00 %"
8/15/2016,5882,unknown.gif,"352921 Nonggunong",10.35.226.65,"35.91 %"
8/15/2016,5552,unknown.gif,"352922 Ra as",10.35.226.81,"10.11 %"
8/15/2016,5896,unknown.gif,"352923 Masalembu",10.35.226.97,"0.00 %"
8/15/2016,5883,unknown.gif,"352924 Arjasa",10.35.226.113,"0.00 %"
8/15/2016,5630,unknown.gif,"352925 Sapeken",10.35.226.129,"11.80 %"
8/15/2016,5001,unknown.gif,"352926 Batuan",10.35.226.145,"100.00 %"
8/15/2016,5543,unknown.gif,"352927 Kangayan",10.35.226.161,"20.79 %"
8/15/2016,4566,unknown.gif,"3571 Kota Kediri",10.35.71.1,"100.00 %"
8/15/2016,1977,unknown.gif,"357101 Mojoroto",10.35.101.1,"0.00 %"
8/15/2016,1978,unknown.gif,"357102 Kota",10.35.101.17,"0.00 %"
8/15/2016,1979,unknown.gif,"357103 Pesantren",10.35.101.33,"0.00 %"
8/15/2016,3262,unknown.gif,"3572 Kota Blitar",10.35.72.1,"100.00 %"
8/15/2016,1980,unknown.gif,"357201 Kepanjenkidul",10.35.103.1,"100.00 %"
8/15/2016,1981,unknown.gif,"357202 Sukorejo",10.35.103.17,"100.00 %"
8/15/2016,1982,unknown.gif,"357203 Sananwetan",10.35.103.33,"100.00 %"
8/15/2016,2969,unknown.gif,"3573 Kota Malang",10.35.73.1,"100.00 %"
8/15/2016,1983,unknown.gif,"357301 Blimbing",10.35.105.1,"0.00 %"
8/15/2016,1984,unknown.gif,"357302 Klojen",10.35.105.17,"0.00 %"
8/15/2016,1985,unknown.gif,"357303 Kedungkandang",10.35.105.33,"0.00 %"
8/15/2016,1986,unknown.gif,"357304 Sukun",10.35.105.49,"0.00 %"
8/15/2016,1987,unknown.gif,"357305 Lowokwaru",10.35.105.65,"0.00 %"
8/15/2016,2974,unknown.gif,"3574 Kota Probolinggo",10.35.74.2,"100.00 %"
8/15/2016,3922,unknown.gif,"357401 Kademangan",10.35.107.1,"0.00 %"
8/15/2016,3988,unknown.gif,"357402 Wonoasih",10.35.107.17,"0.00 %"
8/15/2016,3924,unknown.gif,"357403 Mayangan",10.35.107.33,"0.00 %"
8/15/2016,3919,unknown.gif,"357404 Kanigaran",10.35.107.49,"0.00 %"
8/15/2016,3923,unknown.gif,"357405 Kedopak",10.35.107.65,"0.00 %"
8/15/2016,6223,unknown.gif,"3575 Kota Pasuruan",10.35.75.1,"100.00 %"
8/15/2016,1988,unknown.gif,"357501 Gadingrejo",10.35.109.1,"98.88 %"
8/15/2016,347,unknown.gif,"357502 Purworejo",10.35.109.18,"100.00 %"
8/15/2016,331,unknown.gif,"357503 Bugul Kidul",10.35.109.33,"100.00 %"
8/15/2016,2970,unknown.gif,"3576 Kota Mojokerto",10.35.76.1,"100.00 %"
8/15/2016,3433,unknown.gif,"357601 Prajurit Kulon",10.35.111.1,"0.00 %"
8/15/2016,1485,unknown.gif,"357602 Magersari",10.35.111.17,"0.00 %"
8/15/2016,2971,unknown.gif,"3577 Kota Madiun",10.35.77.1,"100.00 %"
8/15/2016,1989,unknown.gif,"357701 Kartoharjo",10.35.113.1,"0.00 %"
8/15/2016,1990,unknown.gif,"357702 Manguharjo",10.35.113.17,"0.00 %"
8/15/2016,1991,unknown.gif,"357703 Taman",10.35.113.33,"0.00 %"
8/15/2016,5690,unknown.gif,"3578 Kota Surabaya",10.35.78.1,"100.00 %"
8/15/2016,603,unknown.gif,"357801 Karangpilang",10.35.115.1,"100.00 %"
8/15/2016,1992,unknown.gif,"357802 Wonocolo",10.35.115.17,"100.00 %"
8/15/2016,1993,unknown.gif,"357803 Rungkut",10.35.115.33,"100.00 %"
8/15/2016,348,unknown.gif,"357804 Wonokromo",10.35.115.49,"100.00 %"
8/15/2016,1994,unknown.gif,"357805 Tegalsari",10.35.115.65,"100.00 %"
8/15/2016,349,unknown.gif,"357806 Sawahan",10.35.115.81,"100.00 %"
8/15/2016,350,unknown.gif,"357807 Genteng",10.35.115.97,"100.00 %"
8/15/2016,1995,unknown.gif,"357808 Gubeng",10.35.115.113,"100.00 %"
8/15/2016,351,unknown.gif,"357809 Sukolilo",10.35.115.129,"100.00 %"
8/15/2016,1996,unknown.gif,"357810 Tambaksari",10.35.115.145,"100.00 %"
8/15/2016,1997,unknown.gif,"357811 Simokerto",10.35.115.161,"100.00 %"
8/15/2016,352,unknown.gif,"357812 Pabean Cantikan",10.35.115.177,"100.00 %"
8/15/2016,353,unknown.gif,"357813 Bubutan",10.35.115.193,"0.00 %"
8/15/2016,1998,unknown.gif,"357814 Tandes",10.35.115.209,"100.00 %"
8/15/2016,1999,unknown.gif,"357815 Krembangan",10.35.115.225,"100.00 %"
8/15/2016,2000,unknown.gif,"357816 Semampir",10.35.115.241,"51.47 %"
8/15/2016,354,unknown.gif,"357817 Kenjeran",10.35.116.1,"100.00 %"
8/15/2016,2001,unknown.gif,"357818 Lakarsantri",10.35.116.17,"100.00 %"
8/15/2016,2002,unknown.gif,"357819 Benowo",10.35.116.33,"100.00 %"
8/15/2016,2003,unknown.gif,"357820 Wiyung",10.35.116.49,"100.00 %"
8/15/2016,2004,unknown.gif,"357821 Dukuhpakis",10.35.116.65,"100.00 %"
8/15/2016,2005,unknown.gif,"357822 Gayungan",10.35.116.81,"100.00 %"
8/15/2016,604,unknown.gif,"357823 Jambangan",10.35.116.97,"66.10 %"
8/15/2016,6108,unknown.gif,"357824 Tenggilis Mejoyo",10.35.116.113,"100.00 %"
8/15/2016,2006,unknown.gif,"357825 Gunung Anyar",10.35.116.129,"100.00 %"
8/15/2016,356,unknown.gif,"357826 Mulyorejo",10.35.116.145,"100.00 %"
8/15/2016,7778,unknown.gif,"357827 Sukomanunggal",10.35.116.161,"0.00 %"
8/15/2016,2007,unknown.gif,"357828 Asem Rowo",10.35.116.177,"100.00 %"
8/15/2016,2008,unknown.gif,"357829 Bulak",10.35.116.193,"100.00 %"
8/15/2016,357,unknown.gif,"357830 Pakal",10.35.116.209,"100.00 %"
8/15/2016,2009,unknown.gif,"357831 Sambikerep",10.35.116.225,"100.00 %"
8/15/2016,3263,unknown.gif,"3579 Kota Batu",10.35.79.1,"99.44 %"
8/15/2016,2010,unknown.gif,"357901 Batu",10.35.117.1,"0.00 %"
8/15/2016,3289,unknown.gif,"357902 Bumiaji",10.35.117.17,"0.00 %"
8/15/2016,2012,unknown.gif,"357903 Junrejo",10.35.117.33,"0.00 %"
8/15/2016,5722,unknown.gif,"36 Banten",10.10.36.2,"100.00 %"
8/15/2016,2973,unknown.gif,"3601 Pandeglang",10.36.1.1,"100.00 %"
8/15/2016,4366,unknown.gif,"360101 Sumur",10.36.141.1,"34.83 %"
8/15/2016,4367,unknown.gif,"360102 Cimanggu",10.36.141.17,"92.18 %"
8/15/2016,4368,unknown.gif,"360103 Cibaliung",10.36.141.33,"100.00 %"
8/15/2016,4383,unknown.gif,"360104 Cikeusik",10.36.141.49,"100.00 %"
8/15/2016,5908,unknown.gif,"360105 Cigeulis",10.36.141.65,"0.00 %"
8/15/2016,4221,unknown.gif,"360106 Panimbang",10.36.141.81,"100.00 %"
8/15/2016,4255,unknown.gif,"360107 Angsana",10.36.141.97,"20.56 %"
8/15/2016,4463,unknown.gif,"360108 Munjul",10.36.141.113,"99.45 %"
8/15/2016,4316,unknown.gif,"360109 Pagelaran",10.36.141.129,"95.53 %"
8/15/2016,4199,unknown.gif,"360110 Bojong",10.36.141.145,"100.00 %"
8/15/2016,4197,unknown.gif,"360111 Picung",10.36.141.161,"56.74 %"
8/15/2016,5909,unknown.gif,"360112 Labuan",10.36.141.177,"100.00 %"
8/15/2016,4343,unknown.gif,"360113 Menes",10.36.141.193,"100.00 %"
8/15/2016,4292,unknown.gif,"360114 Saketi",10.36.141.209,"100.00 %"
8/15/2016,4271,unknown.gif,"360115 Cipeucang",10.36.141.225,"100.00 %"
8/15/2016,4198,unknown.gif,"360116 Jiput",10.36.141.241,"100.00 %"
8/15/2016,4315,unknown.gif,"360117 Mandalawangi",10.36.142.1,"100.00 %"
8/15/2016,4169,unknown.gif,"360118 Cimanuk",10.36.142.17,"100.00 %"
8/15/2016,4254,unknown.gif,"360119 Kaduhejo",10.36.142.33,"37.78 %"
8/15/2016,4170,unknown.gif,"360120 Banjar",10.36.142.49,"100.00 %"
8/15/2016,4222,unknown.gif,"360121 Pandeglang",10.36.142.65,"100.00 %"
8/15/2016,4071,unknown.gif,"360122 Cadasari",10.36.142.81,"100.00 %"
8/15/2016,5629,unknown.gif,"360123 Cisata",10.36.142.97,"100.00 %"
8/15/2016,4345,unknown.gif,"360124 Patia",10.36.142.113,"93.82 %"
8/15/2016,4223,unknown.gif,"360125 Karang Tanjung",10.36.142.129,"100.00 %"
8/15/2016,4352,unknown.gif,"360126 Cikedal",10.36.142.145,"100.00 %"
8/15/2016,4384,unknown.gif,"360127 Cibitung",10.36.142.161,"14.53 %"
8/15/2016,4188,unknown.gif,"360128 Carita",10.36.142.177,"100.00 %"
8/15/2016,4293,unknown.gif,"360129 Sukaresmi",10.36.142.193,"63.28 %"
8/15/2016,4579,unknown.gif,"360130 Mekarjaya",10.36.142.209,"100.00 %"
8/15/2016,4819,unknown.gif,"360131 Sindangresmi",10.36.142.225,"99.44 %"
8/15/2016,8309,unknown.gif,"3602 Lebak",10.36.2.1,"100.00 %"
8/15/2016,4009,unknown.gif,"360201 Malingping",10.36.144.1,"97.77 %"
8/15/2016,4147,unknown.gif,"360202 Panggarangan",10.36.144.17,"100.00 %"
8/15/2016,4171,unknown.gif,"360203 Bayah",10.36.144.33,"100.00 %"
8/15/2016,4189,unknown.gif,"360204 Cipanas",10.36.144.49,"100.00 %"
8/15/2016,5544,unknown.gif,"360205 Muncang",10.36.144.65,"100.00 %"
8/15/2016,7585,unknown.gif,"360206 Leuwidamar",10.36.144.81,"92.13 %"
8/15/2016,4226,unknown.gif,"360207 Bojongmanik",10.36.144.97,"100.00 %"
8/15/2016,4015,unknown.gif,"360208 Gunungkencana",10.36.144.113,"99.44 %"
8/15/2016,4011,unknown.gif,"360209 Banjarsari",10.36.144.129,"33.15 %"
8/15/2016,4013,unknown.gif,"360210 Cileles",10.36.144.145,"84.92 %"
8/15/2016,4014,unknown.gif,"360211 Cimarga",10.36.144.161,"100.00 %"
8/15/2016,4636,unknown.gif,"360212 Sajira",10.36.144.177,"66.67 %"
8/15/2016,4190,unknown.gif,"360213 Maja",10.36.144.193,"60.11 %"
8/15/2016,4010,unknown.gif,"360214 Rangkasbitung",10.36.144.209,"100.00 %"
8/15/2016,4008,unknown.gif,"360215 Warunggunung",10.36.144.225,"100.00 %"
8/15/2016,4007,unknown.gif,"360216 Cijaku",10.36.144.241,"99.44 %"
8/15/2016,4070,unknown.gif,"360217 Cikulur",10.36.145.1,"68.93 %"
8/15/2016,4012,unknown.gif,"360218 Cibadak",10.36.145.17,"100.00 %"
8/15/2016,4185,unknown.gif,"360219 Cibeber",10.36.145.33,"100.00 %"
8/15/2016,4196,unknown.gif,"360220 Cilograng",10.36.145.49,"100.00 %"
8/15/2016,4072,unknown.gif,"360221 Wanasalam",10.36.145.65,"99.44 %"
8/15/2016,4294,unknown.gif,"360222 Sobang",10.36.145.81,"100.00 %"
8/15/2016,4186,unknown.gif,"360223 Curug bitung",10.36.145.97,"100.00 %"
8/15/2016,4020,unknown.gif,"360224 Kalanganyar",10.36.145.113,"100.00 %"
8/15/2016,4187,unknown.gif,"360225 Lebakgedong",10.36.145.129,"65.54 %"
8/15/2016,4148,unknown.gif,"360226 Cihara",10.36.145.145,"100.00 %"
8/15/2016,4192,unknown.gif,"360227 Cirinten",10.36.145.161,"43.82 %"
8/15/2016,4073,unknown.gif,"360228 Cigemlong",10.36.145.177,"94.41 %"
8/15/2016,8314,unknown.gif,"3603 Tangerang",10.36.3.1,"61.71 %"
8/15/2016,5359,unknown.gif,"360301 Balaraja",10.36.147.1,"100.00 %"
8/15/2016,5698,unknown.gif,"360302 Jayanti",10.36.147.17,"100.00 %"
8/15/2016,5404,unknown.gif,"360303 Tigaraksa",10.36.147.33,"100.00 %"
8/15/2016,5699,unknown.gif,"360304 Jambe",10.36.147.49,"62.36 %"
8/15/2016,5435,unknown.gif,"360305 Cisoka",10.36.147.65,"98.89 %"
8/15/2016,4893,unknown.gif,"360306 Kresek",10.36.147.81,"99.44 %"
8/15/2016,3409,unknown.gif,"360307 Kronjo",10.36.147.97,"94.38 %"
8/15/2016,5568,unknown.gif,"360308 Mauk",10.36.147.113,"100.00 %"
8/15/2016,5625,unknown.gif,"360309 Kemiri",10.36.147.129,"100.00 %"
8/15/2016,5592,unknown.gif,"360310 Sukadiri",10.36.147.145,"100.00 %"
8/15/2016,5367,unknown.gif,"360311 Rajeg",10.36.147.161,"64.61 %"
8/15/2016,4301,unknown.gif,"360312 Pasar Kemis",10.36.147.177,"100.00 %"
8/15/2016,5408,unknown.gif,"360313 Teluknaga",10.36.147.193,"100.00 %"
8/15/2016,5409,unknown.gif,"360314 Kosambi",10.36.147.209,"100.00 %"
8/15/2016,5526,unknown.gif,"360315 Pakuhaji",10.36.147.225,"32.58 %"
8/15/2016,5425,unknown.gif,"360316 Sepatan",10.36.147.241,"100.00 %"
8/15/2016,4303,unknown.gif,"360317 Curug",10.36.148.1,"0.00 %"
8/15/2016,5405,unknown.gif,"360318 Cikupa",10.36.148.17,"100.00 %"
8/15/2016,5434,unknown.gif,"360319 Panongan",10.36.148.33,"65.54 %"
8/15/2016,5433,unknown.gif,"360320 Legok",10.36.148.49,"100.00 %"
8/15/2016,5525,unknown.gif,"360322 Pagedangan",10.36.148.65,"99.44 %"
8/15/2016,5472,unknown.gif,"360323 Cisauk",10.36.148.81,"100.00 %"
8/15/2016,4681,unknown.gif,"360327 Sukamulya",10.36.148.97,"100.00 %"
8/15/2016,4480,unknown.gif,"360328 Kelapa Dua",10.36.148.113,"98.88 %"
8/15/2016,5547,unknown.gif,"360329 Sindang Jaya",10.36.148.129,"42.78 %"
8/15/2016,5693,unknown.gif,"360330 Sepatan Timur",10.36.148.145,"2.81 %"
8/15/2016,5467,unknown.gif,"360331 Solear",10.36.148.161,"23.46 %"
8/15/2016,5636,unknown.gif,"360332 Gunung Kaler",10.36.148.177,"98.88 %"
8/15/2016,4661,unknown.gif,"360333 Mekar Baru",10.36.148.193,"100.00 %"
8/15/2016,3022,unknown.gif,"3604 Serang",10.36.4.1,"100.00 %"
8/15/2016,3290,unknown.gif,"360405 Kramatwatu",10.36.150.1,"72.47 %"
8/15/2016,2014,unknown.gif,"360406 Waringinkurung",10.36.150.17,"0.00 %"
8/15/2016,3654,unknown.gif,"360407 Bojonegara",10.36.150.33,"100.00 %"
8/15/2016,1503,unknown.gif,"360408 Pulo Ampel",10.36.150.49,"100.00 %"
8/15/2016,4088,unknown.gif,"360409 Ciruas",10.36.150.65,"0.00 %"
8/15/2016,3291,unknown.gif,"360411 Kragilan",10.36.150.81,"100.00 %"
8/15/2016,3292,unknown.gif,"360412 Pontang",10.36.150.97,"0.00 %"
8/15/2016,1498,unknown.gif,"360413 Tirtayasa",10.36.150.113,"100.00 %"
8/15/2016,1499,unknown.gif,"360414 Tanara",10.36.150.129,"100.00 %"
